JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty,adaptive
105145,0.0144,2.1862,2.7129,0.6916,0.4741,1,54,0
96127,0.0144,2.2461,2.5188,0.7333,0.5913,0,28,1
122492,0.0167,2.4132,2.501,0.6749,0.492,0,0,0
129264,0.0235,2.6765,3.399,0.6812,0.6661,1,68,1
145757,0.0239,3.0703,3.0663,0.6937,0.4382,1,41,1
117507,0.0159,2.3969,2.5255,0.7516,0.5625,1,30,0
132463,0.0176,2.7872,2.5785,0.7403,0.4679,0,67,1
111563,0.0159,2.4048,2.4614,0.6687,0.3556,0,31,1
126226,0.0156,2.4219,2.5654,0.6529,0.613,1,77,1
134525,0.0152,2.75,2.6447,0.7023,0.5301,1,55,1
116065,0.0132,2.5555,2.3953,0.807,0.4441,0,28,1
105731,0.0122,2.1271,1.9838,0.6724,0.5548,1,31,1
123049,0.0152,2.6025,2.4469,0.7379,0.5177,1,43,1
114568,0.0156,2.4409,2.4538,0.6985,0.5139,1,43,1
135990,0.0175,2.4612,2.7682,0.6594,0.6372,1,77,1
103924,0.0126,2.3899,2.2109,0.7148,0.5062,1,28,1
139725,0.0163,2.7997,2.6157,0.7481,0.3871,0,28,1
109968,0.015,2.4601,2.3678,0.7321,0.4462,0,35,1
89887,0.0108,2.2564,2.1204,0.6508,0.4819,1,35,1
113262,0.0141,2.5021,2.3597,0.7702,0.4426,1,35,1
103221,0.0132,1.9746,2.5882,0.6678,0.6427,1,35,1
113460,0.0172,2.4153,2.7322,0.6825,0.5693,1,21,1
91036,0.0108,1.9141,2.3407,0.6945,0.4578,1,21,1
113704,0.013,2.6636,2.5218,0.7645,0.3709,0,21,1
123136,0.0144,2.6513,2.4233,0.7537,0.5627,1,17,1
85869,0.0088,2.1456,1.9749,0.7205,0.5563,0,21,1
89922,0.0157,2.482,2.3639,0.6857,0.5134,1,23,1
114044,0.0158,2.4944,2.5522,0.662,0.5502,1,21,1
111081,0.0144,2.199,2.476,0.7367,0.6058,1,21,1
92826,0.0109,1.8979,2.3946,0.7105,0.5131,0,21,1
92656,0.0101,2.0418,2.183,0.7351,0.4713,0,21,1
86017,0.0072,2.2677,2.0071,0.7471,0.3572,0,19,0
125981,0.0161,2.3267,2.7412,0.6949,0.5246,1,63,1
119091,0.0136,2.4157,2.4588,0.6736,0.507,0,17,1
136090,0.0166,2.663,2.565,0.7121,0.4443,0,17,1
124233,0.0107,2.5489,2.641,0.839,0.3656,1,27,0
101637,0.0108,2.1089,2.3509,0.7406,0.4743,1,21,1
75861,0.0056,1.7381,1.9954,0.873,0.452,1,44,0
91206,0.0092,2.462,2.1773,0.7641,0.3574,1,44,0
99460,0.0138,2.3816,2.3574,0.7205,0.4287,1,44,0
128304,0.0152,2.826,2.7382,0.712,0.5042,0,36,1
100521,0.0135,2.2194,2.2457,0.6754,0.3809,0,27,0
98228,0.0108,2.469,2.241,0.7387,0.4442,0,21,1
117917,0.0126,2.5451,2.2751,0.7761,0.4109,0,21,1
87872,0.0073,2.1602,2.012,0.861,0.2607,1,43,0
117814,0.0186,2.4877,2.8754,0.6571,0.6164,1,55,1
107288,0.0148,2.1869,2.7919,0.677,0.5103,1,34,1
129217,0.0144,2.8315,2.5991,0.6945,0.2628,1,34,1
65277,0.0051,1.681,1.6914,0.7896,0.5499,1,24,0
85224,0.0029,2.2234,1.959,0.9063,0.1393,1,20,0
123970,0.0143,2.3779,2.1616,0.7146,0.5158,0,60,1
48204,0.0035,1.4048,1.638,0.8164,0.3098,1,57,0
97941,0.0126,2.3603,2.1948,0.7444,0.3518,1,14,1
114095,0.0099,2.6765,2.4203,0.845,0.3379,1,14,1
126441,0.0122,2.5461,2.4208,0.7969,0.4948,1,14,1
150292,0.0215,2.9801,2.475,0.6834,0.3793,1,34,1
63380,0.0056,1.516,1.8188,0.7026,0.3348,0,20,0
106673,0.0088,2.5509,2.2687,0.8066,0.522,0,34,1
59180,0.0049,1.6194,1.6914,0.7241,0.2759,1,24,0
137197,0.0192,2.5508,2.7828,0.7144,0.5691,0,62,1
69879,0.0068,1.6212,1.935,0.7382,0.4085,0,71,0
100656,0.0128,2.2248,2.012,0.6901,0.3712,0,21,1
90987,0.0166,2.4571,2.6858,0.7105,0.4664,1,57,0
96249,0.0118,2.119,2.4653,0.7261,0.3689,0,14,1
92338,0.0109,2.085,2.2236,0.6422,0.5201,1,24,0
79078,0.0054,1.7773,1.9298,0.7722,0.3287,1,24,0
80297,0.0092,1.8401,1.9801,0.61,0.3479,1,24,0
100495,0.0101,2.4062,2.197,0.7225,0.541,1,34,1
97744,0.0121,2.193,2.2992,0.6574,0.5947,1,34,1
81514,0.0091,2.5089,2.2971,0.7818,0.4041,1,57,0
70850,0.0093,1.8549,2.3031,0.7005,0.3431,1,57,0
72994,0.0079,2.0428,2.1816,0.7717,0.3216,1,57,0
115138,0.0131,2.1409,2.4173,0.7099,0.5593,0,66,1
80530,0.0114,2.2931,2.0236,0.7205,0.4135,1,57,0
81285,0.0116,1.9616,1.9652,0.6989,0.3973,0,43,0
69119,0.0053,1.5157,1.8297,0.7673,0.3789,1,20,0
139201,0.0192,2.7573,2.7727,0.7331,0.4776,0,62,1
83027,0.0088,2.109,1.8172,0.7237,0.2923,0,43,0
106943,0.0107,2.3103,2.2253,0.8191,0.4541,1,71,0
109504,0.012,2.2761,2.2355,0.719,0.4053,0,47,1
137511,0.0149,2.8014,2.5662,0.6593,0.4669,0,47,1
90308,0.0095,2.0097,2.2702,0.6913,0.3689,0,57,1
79994,0.0092,2.1142,1.9464,0.7136,0.3767,1,71,0
132059,0.0136,2.8555,2.4882,0.6868,0.4001,0,55,1
140219,0.0155,2.8243,2.7957,0.7671,0.5578,0,62,1
67055,0.0082,1.7052,1.9721,0.6992,0.353,1,37,0
101607,0.0151,2.2422,2.1947,0.6664,0.386,0,20,0
77883,0.0121,1.8967,2.4596,0.6976,0.5313,1,57,0
143583,0.0187,2.9741,2.393,0.708,0.4076,0,21,1
69879,0.0073,1.711,1.8274,0.7722,0.4838,1,58,0
149304,0.0251,2.9657,2.69,0.6696,0.4799,1,55,1
112836,0.0168,2.7915,2.6187,0.7494,0.5366,1,55,1
95553,0.0174,2.3823,2.6782,0.7112,0.6409,1,37,0
84714,0.0141,2.251,2.3771,0.7128,0.5271,1,37,0
77346,0.0149,2.1662,2.221,0.676,0.3605,1,37,0
89552,0.0074,1.9986,2.1555,0.8232,0.4264,1,24,0
91986,0.0103,1.9323,2.1465,0.6766,0.2738,1,24,0
112428,0.0122,2.4971,2.3684,0.7144,0.617,1,34,1
94227,0.0099,1.8081,2.2837,0.7283,0.6128,0,34,1
99344,0.0111,2.3496,1.9788,0.7475,0.3411,1,14,1
91085,0.0129,2.0575,2.0982,0.6662,0.5265,0,43,0
80661,0.0108,2.1529,2.2611,0.7832,0.2391,0,57,0
98047,0.0109,2.6597,2.1614,0.7861,0.3299,1,21,1
111482,0.0094,2.3818,2.4245,0.7747,0.3971,0,13,0
155047,0.0223,2.9078,2.5435,0.6751,0.4913,1,57,1
100042,0.0139,2.5669,2.5478,0.71,0.6307,1,55,1
108931,0.0183,2.3824,2.8123,0.7072,0.5855,0,55,1
91415,0.0149,2.0298,2.7464,0.6632,0.684,1,55,1
85522,0.0096,2.0199,2.0545,0.7811,0.4271,0,20,0
104987,0.0117,2.468,2.304,0.8205,0.2728,1,14,1
93026,0.0117,1.8973,2.3898,0.6564,0.5083,0,24,0
119834,0.0181,2.4557,2.7479,0.7181,0.6228,1,24,0
93836,0.0159,2.1924,2.582,0.7006,0.6337,1,37,0
94235,0.0102,2.5906,2.1587,0.7264,0.3861,1,13,0
83811,0.0108,1.8344,2.2444,0.6728,0.5347,0,13,0
83634,0.0077,1.8789,2.0397,0.8123,0.4607,1,58,0
81380,0.0143,2.202,2.3691,0.6706,0.4891,1,57,0
82093,0.015,1.9369,2.2943,0.6468,0.6588,0,57,0
142110,0.0171,2.8916,2.7095,0.6704,0.4355,0,62,1
103135,0.012,2.3333,2.086,0.6634,0.549,0,47,1
100782,0.0133,1.987,2.6434,0.6629,0.5274,0,20,0
102335,0.0107,2.0489,2.4897,0.799,0.5021,1,20,0
142288,0.0234,2.6562,3.1573,0.6798,0.6413,0,20,0
103064,0.0132,2.1784,2.262,0.6812,0.5489,1,43,0
81410,0.0062,1.7857,2.0407,0.8828,0.502,1,13,0
100255,0.0173,2.235,2.942,0.6685,0.5752,0,37,0
94290,0.0091,1.7645,2.1438,0.7332,0.5692,0,66,1
111345,0.0138,2.6012,2.3692,0.6874,0.4388,1,14,1
156408,0.022,3.0509,2.5385,0.6799,0.4309,0,57,1
105110,0.0135,2.0971,2.2829,0.6539,0.4845,1,20,0
108333,0.0176,2.2187,3.0011,0.6278,0.5974,1,55,1
79364,0.0075,1.9682,1.7676,0.6978,0.3649,1,58,0
96627,0.0119,2.1815,1.9021,0.6983,0.4996,1,58,0
103140,0.014,2.1715,2.3765,0.7475,0.5594,1,24,0
120861,0.0176,2.4897,2.6893,0.6521,0.5772,1,24,0
106155,0.0128,2.4988,2.3514,0.7459,0.3394,1,14,1
151489,0.0205,3.0242,2.4666,0.6956,0.3828,1,14,1
110524,0.0121,2.4846,2.3879,0.8137,0.3805,0,13,0
100405,0.0133,2.0304,2.527,0.6922,0.4713,1,58,0
91487,0.012,2.2889,2.4281,0.7717,0.3688,1,37,0
108969,0.0135,2.215,2.3272,0.7519,0.5489,0,71,0
103037,0.0095,2.369,2.2099,0.845,0.3654,1,58,0
99330,0.0165,2.5277,2.3326,0.6885,0.4387,0,57,0
166526,0.0223,3.0486,2.5993,0.662,0.4549,0,66,1
134461,0.0179,2.7381,2.8235,0.7027,0.5223,0,34,1
110198,0.0171,2.7623,2.7943,0.7406,0.4648,1,37,0
87669,0.0123,2.1115,2.6029,0.7109,0.4866,1,57,0
112577,0.022,2.676,3.0944,0.6805,0.5578,0,37,0
137471,0.0149,2.5689,2.6842,0.8014,0.4318,0,28,0
96407,0.0106,1.9849,2.3253,0.7308,0.4679,1,34,1
83754,0.008,1.9925,2.1738,0.7396,0.3113,1,14,1
99056,0.014,2.1804,2.6781,0.645,0.4114,1,14,1
121915,0.0122,2.8057,2.6337,0.8199,0.4009,0,14,1
139978,0.02,2.8753,2.8039,0.7405,0.4972,1,34,1
97946,0.0115,1.9672,2.4192,0.7097,0.5307,1,13,0
113558,0.0193,2.495,3.0411,0.7011,0.4632,0,37,0
116601,0.0171,2.5668,2.5518,0.6677,0.5222,0,24,0
96505,0.0108,1.8657,2.3603,0.7493,0.5132,1,24,0
106202,0.0118,2.6579,2.3167,0.7498,0.4398,1,14,1
108239,0.0136,2.3563,2.524,0.7087,0.5232,1,14,1
132049,0.015,2.8133,2.5938,0.6379,0.4565,0,34,1
106661,0.0122,2.3511,2.3989,0.7061,0.5327,1,34,1
115412,0.0158,2.4377,2.2071,0.6917,0.3805,0,43,0
135432,0.0181,2.8559,2.7309,0.6939,0.5654,1,20,0
115829,0.0156,2.4516,2.6856,0.6693,0.4363,0,43,0
95958,0.0102,2.2423,2.137,0.7446,0.4758,1,14,1
90235,0.0087,1.8059,2.243,0.7678,0.4619,0,34,1
109379,0.0195,2.6432,3.0211,0.6419,0.5469,0,57,0
118389,0.0131,2.5546,2.4986,0.7093,0.6405,0,34,1
99727,0.011,2.1541,2.1981,0.6351,0.5399,0,47,1
106678,0.0125,2.3676,2.1518,0.6788,0.5522,1,60,1
93651,0.0102,2.2759,2.0565,0.7418,0.4357,1,14,1
153727,0.0234,2.8477,2.9296,0.6695,0.494,0,62,1
109309,0.0137,2.2658,2.2945,0.6577,0.4043,0,28,0
114970,0.0152,2.4786,2.5316,0.7632,0.4306,0,71,0
118124,0.0111,2.6918,2.4291,0.809,0.4699,1,34,1
118394,0.0166,2.2129,2.7898,0.6892,0.5612,0,58,0
104559,0.0113,2.0272,2.2605,0.6992,0.5181,0,60,1
133960,0.0165,2.6677,2.719,0.8027,0.4849,0,43,0
123369,0.0161,2.7874,2.6563,0.7015,0.5067,0,13,0
123161,0.0141,2.3889,2.7186,0.777,0.4361,0,20,0
105324,0.0128,2.1597,2.4134,0.6385,0.6342,0,34,1
100560,0.0114,1.8627,2.4058,0.6546,0.6445,0,60,1
123524,0.014,2.6823,2.4175,0.746,0.5563,0,60,1
103736,0.0107,2.5669,2.1541,0.7763,0.4566,0,47,1
112545,0.023,2.5088,3.3881,0.6219,0.6678,0,57,0
108732,0.0198,2.3842,3.1789,0.693,0.5923,1,57,0
104961,0.0164,2.3501,3.0296,0.7044,0.4798,0,57,0
127941,0.0168,2.5558,2.3494,0.724,0.5026,0,20,0
151076,0.0217,2.7022,3.1429,0.7052,0.5991,0,28,0
101040,0.0106,2.1895,2.0415,0.6749,0.6129,1,66,1
130096,0.0164,2.2938,2.9581,0.7074,0.5693,0,43,0
145307,0.0207,2.598,2.5986,0.6942,0.546,1,24,0
150148,0.018,2.8739,2.8426,0.6873,0.4247,0,57,1
100316,0.0098,2.2112,2.1946,0.6986,0.4993,1,47,1
124092,0.0124,2.7923,2.5833,0.803,0.4709,0,68,1
107635,0.0166,2.3973,2.3287,0.7191,0.48,1,28,1
164132,0.0262,3.1361,3.6833,0.6799,0.6034,1,41,1
81106,0.0074,1.792,2.097,0.7849,0.5429,0,31,1
105462,0.0089,2.7009,2.2218,0.813,0.4195,1,43,1
116144,0.0121,2.6018,2.2381,0.765,0.4164,1,43,1
128653,0.0159,2.2273,2.9207,0.6825,0.643,1,77,1
130459,0.0139,2.8311,2.6551,0.773,0.4388,0,35,1
84676,0.0093,2.0556,1.9893,0.7391,0.5912,1,35,1
127070,0.0156,2.7693,2.7748,0.7476,0.456,1,21,1
80628,0.0091,1.7905,2.1514,0.6667,0.5861,1,21,1
87746,0.0109,2.5053,2.3611,0.7204,0.4821,1,23,1
124158,0.0131,2.5799,2.3965,0.7828,0.4029,0,21,1
150499,0.0215,3.0459,2.4914,0.68,0.4614,1,21,1
86523,0.0079,2.4283,2.0213,0.7518,0.5161,1,44,0
68691,0.0071,1.8587,1.8583,0.7606,0.4063,1,24,0
164414,0.0207,2.9006,2.9733,0.7424,0.4801,0,62,1
95614,0.0085,2.2183,2.1218,0.84,0.4117,0,34,1
87166,0.0097,1.9155,2.2699,0.6852,0.3737,1,14,1
93542,0.0115,2.2024,2.1717,0.6826,0.4736,0,20,0
110497,0.0111,2.3648,2.3718,0.8195,0.4775,1,34,1
129335,0.0162,2.7704,2.6445,0.7586,0.5628,0,62,1
90469,0.0129,2.0191,2.1258,0.6692,0.4619,1,71,0
128502,0.0148,2.6306,2.4673,0.7589,0.4464,1,34,1
110503,0.0128,2.6229,2.4776,0.7352,0.4424,1,71,0
121667,0.0146,2.6441,2.6073,0.7264,0.6771,0,24,0
106209,0.0134,2.2793,2.4154,0.6908,0.4989,1,21,1
94350,0.0106,1.7716,2.3785,0.6996,0.4856,0,28,0
57526,0.003,1.5242,1.6246,0.7404,0.3667,1,58,0
103173,0.0097,2.7911,2.2316,0.8097,0.4085,0,14,1
102377,0.0113,2.5274,2.343,0.7461,0.4204,0,20,0
108264,0.0165,2.6147,2.8308,0.7975,0.4676,1,37,0
83044,0.0066,2.3128,2.0018,0.7772,0.3727,1,58,0
68865,0.0068,1.5439,1.8957,0.69,0.5258,1,13,0
76246,0.0059,2.4947,1.9358,0.7803,0.3128,1,13,0
104483,0.0118,2.1868,1.9946,0.6973,0.4127,1,28,0
109514,0.0123,2.1326,2.2743,0.711,0.5382,1,28,0
102687,0.0147,2.2864,2.5456,0.6845,0.604,1,55,1
78712,0.0093,1.7436,2.0626,0.6442,0.3784,1,58,0
101706,0.0108,2.1909,1.9153,0.7285,0.5153,0,66,1
78551,0.0075,1.6605,1.9673,0.7435,0.4593,1,57,1
134634,0.0156,2.6684,2.5606,0.7615,0.4595,0,57,1
99768,0.0107,2.0705,2.2784,0.7325,0.533,0,43,0
112801,0.0142,2.2298,2.4444,0.6984,0.5904,0,62,1
126971,0.0163,2.4113,2.3375,0.6965,0.5376,0,28,0
108845,0.0119,2.0559,2.3173,0.7134,0.5277,0,60,1
83220,0.0102,1.9701,1.9991,0.7307,0.5307,1,58,0
87846,0.009,1.8403,2.3247,0.7368,0.38,1,13,0
101227,0.0143,2.1562,2.294,0.7029,0.4077,0,13,0
121291,0.0123,2.7415,2.512,0.7802,0.4961,1,57,1
103806,0.012,2.3122,2.3311,0.6952,0.5419,0,34,1
97739,0.018,2.6276,2.8032,0.6897,0.4165,1,37,0
90948,0.0121,2.1962,2.2748,0.6899,0.3675,1,58,0
90171,0.0135,2.2457,2.6409,0.7098,0.4215,0,57,0
117969,0.0166,2.497,2.2103,0.6972,0.5343,0,43,0
101827,0.0128,2.4262,2.1187,0.7229,0.5078,0,57,1
105879,0.0137,2.2387,2.3612,0.6708,0.5833,1,58,0
129519,0.0132,2.7798,2.4468,0.6789,0.4556,0,60,1
93369,0.0155,2.317,2.5242,0.7358,0.5195,0,57,0
81041,0.005,1.8418,1.8402,0.7673,0.4488,0,47,1
99922,0.0101,1.9923,2.4342,0.7967,0.4949,0,58,0
134945,0.0174,2.8031,2.8525,0.7349,0.472,0,71,0
101974,0.0132,2.3241,2.3445,0.7178,0.5279,1,34,1
131162,0.0154,2.5969,2.6133,0.7978,0.4655,1,20,0
123796,0.0134,2.8972,2.4552,0.6714,0.2827,1,14,1
135703,0.0165,2.7973,2.7473,0.7709,0.3753,0,71,0
113180,0.0164,2.318,2.486,0.7228,0.4988,0,20,0
103860,0.0138,2.2549,2.3089,0.6474,0.4671,0,20,0
110067,0.0152,2.4825,2.4509,0.6665,0.4317,0,58,0
107670,0.0129,1.9937,2.516,0.6859,0.4463,0,58,0
100669,0.0124,2.4814,2.1725,0.7058,0.3611,1,14,1
113338,0.0134,2.4819,2.2762,0.7389,0.4537,0,47,1
127111,0.0172,2.5309,2.6071,0.6966,0.578,0,62,1
124048,0.0171,2.5277,2.3539,0.6852,0.5905,0,62,1
113995,0.0151,2.2539,2.4563,0.6967,0.6255,0,62,1
149233,0.0209,2.9062,3.0288,0.6826,0.6496,0,62,1
100771,0.0121,2.2257,2.3013,0.7437,0.5315,0,61,1
125459,0.0182,2.3323,2.6514,0.6805,0.6541,1,61,1
106729,0.0135,2.2761,2.2661,0.6829,0.5174,1,61,1
98417,0.0115,2.0798,2.1829,0.7124,0.5207,1,35,1
149034,0.0213,2.6013,3.0,0.7036,0.5943,1,89,1
134712,0.014,2.8136,2.6771,0.7879,0.5287,1,89,1
107783,0.017,2.2988,2.9669,0.6791,0.4942,1,54,0
119072,0.0163,2.3788,2.6745,0.7273,0.6329,1,35,1
97638,0.0149,2.4174,2.546,0.7342,0.3819,0,0,0
155222,0.0218,3.0548,2.9398,0.7381,0.4632,1,89,1
118145,0.0199,2.5496,2.7625,0.6629,0.4175,0,54,0
131013,0.0189,2.9837,2.7894,0.6735,0.3753,0,28,1
128111,0.0149,2.6913,2.5856,0.8097,0.4092,1,0,0
183858,0.0248,3.0316,2.702,0.673,0.4972,0,68,1
104761,0.0108,2.2507,2.2812,0.6735,0.5085,0,31,1
165657,0.0217,2.6957,3.1846,0.7188,0.5292,0,77,1
69974,0.0065,1.7967,1.887,0.6601,0.4694,1,59,0
60881,0.0079,1.6578,1.6564,0.7011,0.3643,1,59,0
126599,0.0186,2.5698,2.666,0.7311,0.5144,1,35,1
104022,0.0115,2.0139,2.3981,0.7334,0.4197,1,35,1
101639,0.0119,2.4587,2.2286,0.7551,0.3915,1,35,1
117332,0.0177,2.2733,2.5737,0.6791,0.5208,1,21,1
83381,0.0101,1.7755,2.2516,0.6563,0.5939,1,21,1
70328,0.0059,1.5657,1.8082,0.8073,0.5392,0,19,0
57096,0.0028,1.1773,1.5992,0.8914,0.3505,1,19,0
103278,0.0134,2.2513,2.4933,0.7253,0.536,0,27,0
110988,0.012,2.6347,2.4457,0.7279,0.5208,1,27,0
152004,0.0216,2.9223,3.1906,0.7079,0.5402,1,24,0
143720,0.0221,2.7812,3.1317,0.675,0.544,0,43,0
146929,0.021,2.9202,2.8883,0.7334,0.4199,0,62,1
126879,0.0166,2.6374,2.527,0.7282,0.4676,1,62,1
140898,0.0202,2.7027,2.8785,0.7392,0.4945,0,62,1
134803,0.0191,2.8259,2.648,0.6955,0.4428,0,62,1
130231,0.0174,2.4898,2.7081,0.6364,0.4556,0,24,0
124279,0.0144,2.8426,2.4063,0.7074,0.2974,0,14,1
128460,0.0175,2.5256,2.6621,0.7145,0.582,1,57,1
174889,0.0236,2.9918,2.6533,0.6744,0.5134,0,60,1
135998,0.0193,2.4441,2.8683,0.7015,0.6622,0,66,1
140180,0.0175,2.8517,2.7883,0.773,0.4522,0,13,0
124437,0.017,2.571,2.4354,0.6927,0.4949,0,61,1
133795,0.0193,2.5996,3.0,0.6672,0.5322,0,61,1
123721,0.0177,2.459,2.6838,0.7217,0.5161,0,61,1
129740,0.0152,2.6249,2.6392,0.7919,0.5165,1,61,1
135240,0.0197,2.7128,2.7358,0.7029,0.4955,1,61,1
128709,0.0168,2.5292,2.7521,0.6906,0.5544,1,89,1
129414,0.0184,2.648,2.5803,0.6697,0.5335,0,61,1
105859,0.0128,2.3638,2.3854,0.7471,0.4963,1,35,1
94623,0.0125,2.1793,2.2207,0.6279,0.3327,0,35,1
157008,0.02,3.0436,3.1123,0.7521,0.4851,1,89,1
186659,0.0268,3.1334,2.8958,0.6709,0.4978,0,89,1
84222,0.0102,2.0888,1.9639,0.6577,0.4557,1,41,1
110042,0.0205,2.7864,2.9207,0.6737,0.47,1,68,1
84642,0.0109,1.9962,2.3694,0.6798,0.4678,1,54,0
130344,0.018,2.5777,2.7593,0.6643,0.5933,1,89,1
102211,0.0154,2.3918,2.7042,0.7452,0.4855,0,50,1
84995,0.0115,2.1825,2.124,0.6841,0.5268,0,50,1
139292,0.0173,2.5924,2.7441,0.67,0.5867,0,68,1
114105,0.02,2.5541,3.0489,0.7007,0.6272,0,28,1
82681,0.0092,2.0875,2.3146,0.795,0.3741,1,28,1
103785,0.0155,2.5264,2.6336,0.6814,0.5236,0,28,1
136119,0.0167,2.7942,2.676,0.7522,0.5023,1,55,1
127098,0.0119,2.7251,2.4222,0.7999,0.5438,1,55,1
136249,0.019,2.9075,2.9081,0.8006,0.4659,1,54,0
154323,0.0178,2.8157,2.8791,0.7793,0.4792,1,19,0
150952,0.0221,2.6467,3.1878,0.6963,0.5922,0,19,0
123401,0.0234,2.4787,3.5326,0.6114,0.6978,1,68,1
161314,0.0262,2.9894,2.8437,0.6766,0.5203,0,41,1
98644,0.0133,2.3555,2.4794,0.6857,0.4886,1,28,1
127611,0.0216,2.7069,3.0648,0.6295,0.5638,0,28,1
100158,0.0144,2.2753,2.6505,0.7333,0.6177,0,28,1
99588,0.0119,1.8737,2.3685,0.7381,0.5244,1,30,0
134379,0.0189,2.5289,2.7845,0.7015,0.5614,1,67,1
117712,0.013,2.5504,2.445,0.8338,0.3399,0,31,1
108331,0.0167,2.3897,2.7622,0.7212,0.625,0,50,1
94112,0.0125,1.9965,2.6453,0.6628,0.5909,0,50,1
109360,0.0121,2.2753,2.1653,0.708,0.574,1,77,1
117240,0.0145,2.7991,2.5666,0.66,0.3421,0,28,1
120314,0.0153,2.4508,2.3185,0.6667,0.5019,0,55,1
102117,0.0122,2.3584,2.1492,0.6989,0.4606,1,55,1
119928,0.0136,2.5674,2.3011,0.7521,0.4578,1,67,1
112317,0.02,2.6329,2.987,0.7167,0.5678,1,31,1
75974,0.0065,2.3893,1.9315,0.7733,0.2346,1,59,0
55600,0.0029,1.1808,1.592,0.864,0.3318,1,59,0
66427,0.0064,1.7104,1.7778,0.8216,0.2977,1,59,0
119693,0.0127,2.5443,2.2829,0.7597,0.4447,0,35,1
124649,0.0167,2.851,2.5496,0.7466,0.4053,0,35,1
101548,0.0138,2.1241,2.6384,0.6457,0.5724,1,35,1
83814,0.0085,2.167,1.9666,0.674,0.521,1,35,1
87472,0.0084,2.1509,1.9811,0.7018,0.5656,0,35,1
93105,0.0098,2.1374,2.1261,0.7459,0.4109,0,35,1
103132,0.0126,2.4294,2.3479,0.6578,0.4296,1,35,1
101372,0.0131,2.4472,2.1508,0.702,0.4266,0,35,1
167522,0.0237,2.9634,2.6675,0.6695,0.443,1,35,1
104476,0.0112,2.7329,2.1964,0.7781,0.3865,0,35,1
108701,0.0142,2.276,2.4752,0.693,0.3458,0,35,1
87396,0.0099,2.0954,2.0304,0.745,0.44,1,35,1
96756,0.0096,2.1374,2.2503,0.7538,0.3653,1,21,1
116068,0.0155,2.2825,2.8228,0.701,0.4704,1,21,1
83898,0.0092,2.0168,2.0178,0.6537,0.48,0,21,1
91658,0.0134,1.9986,2.1241,0.6801,0.5807,1,21,1
99148,0.0124,1.9846,2.5569,0.6734,0.5321,1,21,1
118442,0.0192,2.3975,3.3246,0.6461,0.6422,0,35,1
104109,0.0127,2.3164,2.2894,0.7081,0.4904,1,21,1
85094,0.0101,1.8086,2.2603,0.6554,0.5948,1,21,1
109840,0.012,2.2693,2.3616,0.6591,0.5576,1,17,1
78676,0.0085,1.6607,2.1408,0.6878,0.5236,1,21,1
96145,0.0149,2.7452,2.5108,0.7439,0.4861,1,23,1
94574,0.0104,2.5491,2.1842,0.7503,0.4327,0,21,1
86950,0.0102,1.7534,2.2952,0.6838,0.639,0,21,1
86448,0.008,1.7043,2.1459,0.7769,0.5911,0,21,1
105754,0.0135,1.9919,2.6539,0.656,0.5577,0,21,1
105449,0.0121,2.3041,2.045,0.7439,0.4739,0,21,1
101504,0.0124,2.2082,2.398,0.6731,0.5619,0,21,1
75696,0.006,1.609,1.9688,0.7722,0.5289,0,21,1
99976,0.0105,2.5716,2.1568,0.7952,0.4478,1,21,1
118770,0.0156,2.3847,2.5724,0.721,0.5526,0,63,1
91518,0.0111,1.8703,2.3804,0.6722,0.6172,1,21,1
72203,0.0051,1.6829,1.9334,0.8205,0.4323,1,19,0
64326,0.006,1.6307,1.8123,0.5985,0.2461,1,19,0
68553,0.0066,1.7601,1.8885,0.6914,0.1958,0,19,0
145313,0.0205,2.6369,2.8032,0.6824,0.5087,0,17,1
129137,0.0149,2.7364,2.5247,0.7584,0.4967,0,17,1
108195,0.0128,2.5873,2.3162,0.7564,0.5202,0,21,1
93570,0.0114,2.2284,1.8534,0.7081,0.439,1,27,0
112507,0.0127,2.2451,2.3299,0.7533,0.5764,0,17,1
93280,0.011,2.0983,2.3841,0.6973,0.3585,0,27,0
103461,0.0132,1.9819,2.5385,0.6872,0.5435,1,27,0
109334,0.0118,2.5036,2.2939,0.8174,0.3868,0,27,0
127101,0.0159,2.7585,2.7581,0.7101,0.5077,1,27,0
97801,0.0132,2.2283,2.1509,0.6889,0.3703,1,27,0
98219,0.0124,2.0636,2.5111,0.7172,0.4497,0,27,0
95447,0.0117,2.1622,2.1945,0.6779,0.4347,1,27,0
89352,0.0095,2.1753,1.9647,0.6874,0.6051,1,21,1
64343,0.0082,1.7378,1.6963,0.6855,0.3422,1,44,0
87030,0.0038,2.3607,1.9763,0.8557,0.1802,1,44,0
114777,0.0136,2.6661,2.5605,0.7361,0.4373,0,27,0
112440,0.0187,2.3465,2.7273,0.6941,0.5188,0,20,0
68174,0.0058,1.8074,1.8283,0.6983,0.2797,1,43,0
66558,0.0065,1.7958,1.7994,0.7044,0.3481,1,43,0
59751,0.0035,1.3339,1.6426,0.8092,0.3467,1,43,0
132569,0.0183,2.7236,2.6379,0.6922,0.4873,1,62,1
102912,0.012,2.265,2.1263,0.6652,0.6222,0,66,1
110590,0.0147,2.7227,2.6152,0.7016,0.538,1,55,1
89892,0.0089,1.9237,2.1878,0.7801,0.4099,0,34,1
